번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,Unnamed: 63
176,관광식당,07_24_01_P,3020000,CDFI3261042002000001,2002-08-02,,1,영업/정상,13,영업중,,,,,793-4888,,140-863,서울특별시 용산구 이태원동 116-14번지,서울특별시 용산구 이태원로27가길 52  (이태원동),,파타야,2009-08-18 10:58:00,I,2018-08-31 23:59:59,,199250.427930739,448098.758066965,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,관광식당,07_24_01_P,3020000,CDFI3261042002000002,2002-06-28,,1,영업/정상,13,영업중,,,,,797-0752,,140-884,서울특별시 용산구 한남동 28-9번지,서울특별시 용산구 독서당로 83  (한남동),,챠크라,2009-08-18 11:00:11,I,2018-08-31 23:59:59,,200786.751951771,448027.717214802,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,관광식당,07_24_01_P,3020000,CDFI3261042002000003,2002-03-26,,1,영업/정상,13,영업중,,,,,3461-1462,,140-893,서울특별시 용산구 한남동 737-24번지 3층,"서울특별시 용산구 이태원로 223  (한남동,3층)",,(주) 타이가든,2009-08-18 11:02:13,I,2018-08-31 23:59:59,,199801.957229828,448135.575999176,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,관광식당,07_24_01_P,3020000,CDFI3261042002000004,2002-03-05,,1,영업/정상,13,영업중,,,,,794-3182,,140-887,서울특별시 용산구 한남동 657-43번지 2층,"서울특별시 용산구 대사관로 45-1  (한남동,2층)",,메르하바,2009-08-18 11:04:14,I,2018-08-31 23:59:59,,200218.818155781,447935.984536944,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,관광식당,07_24_01_P,3020000,CDFI3261042006000001,2006-12-28,,1,영업/정상,13,영업중,,,,,795-2402,,140-882,서울특별시 용산구 한강로3가 60번지,서울특별시 용산구 한강대로 52-1  (한강로3가),,북경,2009-08-07 16:00:33,I,2018-08-31 23:59:59,,196808.081086747,447019.914708289,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,관광식당,07_24_01_P,3020000,CDFI3261042006000002,2006-12-07,,1,영업/정상,13,영업중,,,,,796-6457,,140-887,서울특별시 용산구 한남동 631-15번지,서울특별시 용산구 대사관로30길 11-6  (한남동),,현경한남점,2009-08-07 16:02:22,I,2018-08-31 23:59:59,,200448.938819987,447808.591950411,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,관광식당,07_24_01_P,3020000,CDFI3261042007000001,2007-11-06,,1,영업/정상,13,영업중,,,,,790-7754,,140-858,서울특별시 용산구 이태원동 124-9번지,서울특별시 용산구 이태원로 203  (이태원동),,알리바바,2009-08-07 11:07:59,I,2018-08-31 23:59:59,,199628.284409445,448063.080812027,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,관광식당,07_24_01_P,3020000,CDFI3261042007000002,2007-10-12,,1,영업/정상,13,영업중,,,,,792-0872,,140-853,서울특별시 용산구 이촌동 300-16번지,서울특별시 용산구 이촌로88길 8  (이촌동),,파챠이,2009-08-07 15:45:32,I,2018-08-31 23:59:59,,197965.084091132,446221.69071399,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,관광식당,07_24_01_P,3020000,CDFI3261042007000003,2007-09-19,,1,영업/정상,13,영업중,,,,,7937784,,140-863,서울특별시 용산구 이태원동 119-7번지,서울특별시 용산구 이태원로 173-7  (이태원동),,사이공그릴,2009-08-07 15:47:16,I,2018-08-31 23:59:59,,199331.943962382,448070.216214088,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,관광식당,07_24_01_P,3020000,CDFI3261042007000004,2007-08-08,,1,영업/정상,13,영업중,,,,,790-0779,,140-886,"서울특별시 용산구 한남동 78-2번지 외1필지 2,3층","서울특별시 용산구 대사관로 77  (한남동,외1필지 2,3층)",,사쿠라,2009-08-07 15:49:42,I,2018-08-31 23:59:59,,200527.100453326,447898.653157281,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,관광식당,07_24_01_P,3020000,CDFI3261042007000005,2007-06-22,,1,영업/정상,13,영업중,,,,,794-8090,,140-858,서울특별시 용산구 이태원동 123-20번지,,,마이타이,2009-08-07 15:51:17,I,2018-08-31 23:59:59,,199458.714703746,448064.932087673,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,관광식당,07_24_01_P,3020000,CDFI3261042007000006,2007-06-22,,1,영업/정상,13,영업중,,,,,794-7024,,140-865,서울특별시 용산구 이태원동 130-1번지 2층,"서울특별시 용산구 보광로 125  (이태원동,2층)",,쉐프마일리오스트리아,2009-08-07 15:53:44,I,2018-08-31 23:59:59,,199397.088702538,447956.466832685,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,관광식당,07_24_01_P,3020000,CDFI3261042007000007,2007-03-15,,1,영업/정상,13,영업중,,,,,749-0316,,140-865,서울특별시 용산구 이태원동 130-2번지,,,타지펠리스,2009-08-07 15:55:20,I,2018-08-31 23:59:59,,,,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,관광식당,07_24_01_P,3020000,CDFI3261042007000008,2007-01-03,,1,영업/정상,13,영업중,,,,,797-0488,,140-893,서울특별시 용산구 한남동 736-11번지 2층,"서울특별시 용산구 이태원로 208  (한남동,2층)",,솔티노,2009-08-07 15:58:07,I,2018-08-31 23:59:59,,199675.383830678,448030.364565738,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,관광식당,07_24_01_P,3020000,CDFI3261042008000001,2008-07-21,,1,영업/정상,13,영업중,,,,,553-9000,,140-201,서울특별시 용산구 이태원동 118-20번지 1층,"서울특별시 용산구 이태원로27가길 54  (이태원동,1층)",,비냐,2009-08-05 15:39:03,I,2018-08-31 23:59:59,,199246.941302984,448082.396562882,관광식당업,,,,,,,,,,,,Vigna,,,,,,,,,,,,,,,,,,,,,,,
191,관광식당,07_24_01_P,3020000,CDFI3261042008000002,2008-08-07,,1,영업/정상,13,영업중,,,,,,,140-201,서울특별시 용산구 이태원동 119-18번지 지상2층,"서울특별시 용산구 이태원로 169  (이태원동,지상2층)",,카레타운,2009-08-05 15:41:49,I,2018-08-31 23:59:59,,199281.891742925,448046.825938436,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,관광식당,07_24_01_P,3020000,CDFI3261042009000002,2009-07-24,,1,영업/정상,13,영업중,,,,,759-6554,,140-821,서울특별시 용산구 동자동 42-9번지,서울특별시 용산구 한강대로102길 3  (동자동),,만리장성,2009-08-24 14:01:38,I,2018-08-31 23:59:59,,197483.474297856,449743.633149211,관광식당업,,,,,,,,,,,,The Great Wall,,,,,,,,,,,,,,,,,,,,,,,
193,관광식당,07_24_01_P,3020000,CDFI3261042009000003,2009-04-13,,1,영업/정상,13,영업중,,,,,795-9711,,140-858,서울특별시 용산구 이태원동 124-6번지 지상1층,"서울특별시 용산구 이태원로27길 6  (이태원동,지상1층)",,한국아미고스(주),2009-08-06 11:43:16,I,2018-08-31 23:59:59,,199540.580295258,448085.228014094,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,관광식당,07_24_01_P,3070000,CDFI3261042009000003,2009-01-07,,1,영업/정상,13,영업중,,,,,02-6084-6527,,136-075,서울특별시 성북구 안암동5가 146-5번지 3층,서울특별시 성북구 인촌로24길 6 (안암동5가),02855,오샬,2013-01-21 11:07:44,I,2018-08-31 23:59:59,,202507.688864963,453740.395283805,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,관광식당,07_24_01_P,3070000,CDFI3261042010000002,2010-08-23,,1,영업/정상,13,영업중,,,,,02-953-1916,,136-075,서울특별시 성북구 안암동5가 103-39번지 2층,서울특별시 성북구 인촌로26길 42-3 (안암동5가),02856,싸루(SARU)인도&네팔푸드레스토랑,2013-06-04 16:15:39,I,2018-08-31 23:59:59,,202557.956668963,453549.333151313,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,관광식당,07_24_01_P,3070000,CDFI3261042011000002,2011-02-22,,1,영업/정상,13,영업중,,,,,02-795-7915,,136-822,서울특별시 성북구 성북동 산 5-1,서울특별시 성북구 북악산로 637 (성북동),02821,푸드카페앤그릴,2021-06-17 16:06:27,U,2021-06-19 02:40:00,,200400.129158269,454940.942694857,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,관광식당,07_24_01_P,3020000,CDFI3261042009000004,2009-03-26,,1,영업/정상,13,영업중,,,,,795-7915,,140-888,서울특별시 용산구 한남동 312-5번지 지상2층,"서울특별시 용산구 유엔빌리지1길 2  (한남동,지상2층)",,고매식,2009-08-06 11:45:08,I,2018-08-31 23:59:59,,200806.372578114,447855.635811062,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,관광식당,07_24_01_P,3020000,CDFI3261042009000005,2009-03-19,,1,영업/정상,13,영업중,,,,,793-9003,,140-889,서울특별시 용산구 한남동 736-8번지 지상2층,"서울특별시 용산구 이태원로 216  (한남동,지상2층)",,올라마리오,2009-08-06 11:47:17,I,2018-08-31 23:59:59,,199766.158165623,448048.145770696,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,관광식당,07_24_01_P,3020000,CDFI3261042009000006,2009-01-09,,1,영업/정상,13,영업중,,,,,712-1509,,140-160,"서울특별시 용산구 남영동 89-5번지 지상1,2층","서울특별시 용산구 한강대로76길 5  (남영동,지상1,2층)",,인디아,2010-01-04 17:50:00,I,2018-08-31 23:59:59,,197581.230391497,448818.312678445,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,관광식당,07_24_01_P,3020000,CDFI3261042009000007,2009-01-07,,1,영업/정상,13,영업중,,,,,749-2827,,140-865,서울특별시 용산구 이태원동 130-3번지 지상2층,"서울특별시 용산구 보광로59길 5  (이태원동,지상2층)",,꼬메돌,2009-08-06 13:32:57,I,2018-08-31 23:59:59,,199375.16716008,447957.980029766,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,관광식당,07_24_01_P,3020000,CDFI3261042009000008,2009-03-19,,1,영업/정상,13,영업중,,,,,715-9441,,140-893,서울특별시 용산구 한남동 736-15번지 지상2층,"서울특별시 용산구 이태원로 220  (한남동,지상2층)",,마러커쉬나이트,2009-08-06 13:48:58,I,2018-08-31 23:59:59,,199794.610903068,448065.768757552,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,관광식당,07_24_01_P,3020000,CDFI3261042009000009,2009-08-10,,1,영업/정상,13,영업중,,,,,794-8803,,140-858,서울특별시 용산구 이태원동 124-6번지 2층,"서울특별시 용산구 이태원로27길 6  (이태원동,2층)",,가사안토니오,2009-08-26 11:24:51,I,2018-08-31 23:59:59,,199540.580295258,448085.228014094,관광식당업,,,,,,,,,,,,cas antonio,,,,,,,,,,,,,,,,,,,,,,,
203,관광식당,07_24_01_P,3020000,CDFI3261042009000010,2009-09-14,,1,영업/정상,13,영업중,,,,,792-1448,,140-858,서울특별시 용산구 이태원동 131-36번지 지상1층,"서울특별시 용산구 보광로60길 10  (이태원동,지상1층)",,댈리달발,2009-09-22 15:34:42,I,2018-08-31 23:59:59,,199462.55857419,447958.068967697,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,관광식당,07_24_01_P,3020000,CDFI3261042009000011,2009-09-28,,1,영업/정상,13,영업중,,,,,749-2746,,140-864,서울특별시 용산구 이태원동 176-3번지 지상3층,,,왕타이,2009-10-13 09:09:33,I,2018-08-31 23:59:59,,,,관광식당업,,,,,,,,,,,,Wangthai,,,,,,,,,,,,,,,,,,,,,,,
205,관광식당,07_24_01_P,3820000,CDFI3261042019000001,2019-01-28,,1,영업/정상,13,영업중,,,,,031-877-8289,,,경기도 의정부시 장암동 135-41번지,"경기도 의정부시 장곡로 48, 2층 (장암동)",11723,파파스 차이나,2019-05-23 16:06:34,U,2019-05-25 02:40:00,,204530.108076597,467376.556983794,관광식당업,,,,,,2019. 5. 16. 소재지 변경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,관광식당,07_24_01_P,3630000,CDFI3261041996000001,1996-07-02,,1,영업/정상,13,영업중,,,,,062-954-1005,,506-813,광주광역시 광산구 우산동 1574-8,광주광역시 광산구 무진대로211번길 21-5 (우산동),,(주)푸드베네치아하남점,2020-08-24 14:52:17,U,2020-08-26 02:40:00,,182022.372244317,184908.814088256,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,110.0,
207,관광식당,07_24_01_P,3660000,CDFI3261042005000003,2005-12-23,,1,영업/정상,13,영업중,,,,,482-6267,,302-852,대전광역시 서구 월평동 741번지 금강빌라 301호,"대전광역시 서구 월평로90번길 5,  301호 (월평동,금강빌라)",,동천홍,2008-12-05 16:38:13,I,2018-08-31 23:59:59,,232903.747500308,317238.88591565,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,,,,,
208,관광식당,07_24_01_P,3660000,CDFI3261042005000004,2005-12-27,,1,영업/정상,13,영업중,,,,,526-9295,,302-809,대전광역시 서구 갈마동 343-42번지 1층,"대전광역시 서구 갈마중로7번길 10-3  (갈마동,1층)",,청해루,2008-12-05 16:40:01,I,2018-08-31 23:59:59,,233171.90674765,316423.699798268,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000000.0,,,,,
209,관광식당,07_24_01_P,3660000,CDFI3261042006000001,2006-04-11,,1,영업/정상,13,영업중,,,,,489-2060,,302-828,대전광역시 서구 둔산동 1009번지 우정빌딩 2층,"대전광역시 서구 둔산로31번길 32  (둔산동,우정빌딩 2층)",,만다린,2008-12-05 16:41:46,I,2018-08-31 23:59:59,,233839.767500124,316984.335373216,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,,,,,
210,관광식당,07_24_01_P,3660000,CDFI3261042006000002,2006-05-24,,1,영업/정상,13,영업중,,,,,485-1796.7,,302-834,"대전광역시 서구 만년동 322번지 1,2층","대전광역시 서구 만년로67번길 18-13  (만년동,1,2층)",,천년의 정원,2008-12-05 16:43:07,I,2018-08-31 23:59:59,,234124.281277718,318680.064978651,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000000.0,,,,,
211,관광식당,07_24_01_P,3660000,CDFI3261042006000003,2006-09-11,,1,영업/정상,13,영업중,,,,,486-3888,,302-859,대전광역시 서구 탄방동 732번지 3층,"대전광역시 서구 문예로 15  (탄방동,3층)",,동방명주,2008-12-05 16:44:25,I,2018-08-31 23:59:59,,234922.620366511,316428.859752232,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000.0,,,,,
212,관광식당,07_24_01_P,3660000,CDFI3261042006000004,2006-10-11,,1,영업/정상,13,영업중,,,,,488-3150,,302-869,대전광역시 서구 둔산동 1188번지,대전광역시 서구 둔산남로9번길 79  (둔산동),,천안문,2008-12-05 16:46:10,I,2018-08-31 23:59:59,,234059.745,316722.395,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000000.0,,,,,
213,관광식당,07_24_01_P,3660000,CDFI3261042006000005,2006-10-14,,1,영업/정상,13,영업중,,,,,471-3201,,302-830,대전광역시 서구 둔산동 1270번지,대전광역시 서구 둔산로 71  (둔산동),,오후청,2008-12-05 16:47:16,I,2018-08-31 23:59:59,,234197.278249967,316816.407756356,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000000.0,,,,,
214,관광식당,07_24_01_P,3660000,CDFI3261042006000006,2006-11-17,,1,영업/정상,13,영업중,,,,,486-6613,,302-834,대전광역시 서구 만년동 376번지,대전광역시 서구 둔산대로117번길 18  (만년동),,차이나공,2008-12-05 16:48:25,I,2018-08-31 23:59:59,,234261.163839781,318387.418034002,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000.0,,,,,
215,관광식당,07_24_01_P,3660000,CDFI3261042002000006,2002-03-21,,1,영업/정상,13,영업중,,,,,488-8511,,302-852,대전광역시 서구 월평동 1498번지,대전광역시 서구 계룡로 199  (월평동),,영일만회천국,2008-12-05 16:21:43,I,2018-08-31 23:59:59,,231526.275325942,316798.82191158,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000000.0,,,,,
216,관광식당,07_24_01_P,3660000,CDFI3261042002000007,2002-05-08,,1,영업/정상,13,영업중,,,,,487-9200,,302-831,대전광역시 서구 둔산동 1396번지 명진빌딩 10층,대전광역시 서구 둔산중로78번길 20 (둔산동),35240,젠클럽레스토랑,2014-01-02 08:10:39,I,2018-08-31 23:59:59,,234750.307561408,317009.679920628,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000000.0,,,,,
217,관광식당,07_24_01_P,3660000,CDFI3261042002000008,2002-05-31,,1,영업/정상,13,영업중,,,,,582-7373,,302-854,대전광역시 서구 정림동 8-42번지,대전광역시 서구 혜천로 50 (정림동),35395,폴라리스,2014-01-02 08:15:01,I,2018-08-31 23:59:59,,233207.936764318,311628.036171454,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,,,,,
218,관광식당,07_24_01_P,3660000,CDFI3261042002000009,2002-09-11,,1,영업/정상,13,영업중,,,,,480-9000,,302-869,대전광역시 서구 둔산동 1143번지,대전광역시 서구 문정로 7  (둔산동),,오케이테마타운,2008-12-05 16:25:51,I,2018-08-31 23:59:59,,234097.22018397,316137.397615053,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000000.0,,,,,
219,관광식당,07_24_01_P,3660000,CDFI3261042003000001,2003-04-07,,1,영업/정상,13,영업중,,,,,527-6171,,302-809,대전광역시 서구 갈마동 1435번지 2층,"대전광역시 서구 대덕대로 164  (갈마동,2층)",,아웃백스테이크하우스,2008-12-05 16:27:18,I,2018-08-31 23:59:59,,233739.42675074,316381.822417393,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922700000.0,,,,,
220,관광식당,07_24_01_P,3660000,CDFI3261042007000001,2007-04-19,,1,영업/정상,13,영업중,,,,,841-7464,,302-869,대전광역시 서구 둔산동 1231번지,대전광역시 서구 계룡로491번길 54  (둔산동),,천객가,2008-12-05 16:49:33,I,2018-08-31 23:59:59,,234232.336116892,316312.821836661,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,,,,,
221,관광식당,07_24_01_P,3660000,CDFI3261042007000003,2007-09-11,,1,영업/정상,13,영업중,,,,,482-7875,,302-834,대전광역시 서구 만년동 380번지 5층,"대전광역시 서구 둔산대로117번길 34  (만년동,5층)",,삼국지,2008-12-05 16:55:39,I,2018-08-31 23:59:59,,234261.165,318469.735,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,,,,,
222,관광식당,07_24_01_P,3660000,CDFI3261042003000002,2003-05-29,,1,영업/정상,13,영업중,,,,,472-8111,,302-847,대전광역시 서구 월평동 265번지 한독빌딩 지하1층,"대전광역시 서구 청사서로 46  (월평동,한독빌딩 지하1층)",,바이젠하우스,2008-12-05 16:28:42,I,2018-08-31 23:59:59,,233760.913259098,317974.637477776,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000.0,,,,,
223,관광식당,07_24_01_P,3660000,CDFI3261042003000003,2003-06-14,,1,영업/정상,13,영업중,,,,,487-8004,,302-834,대전광역시 서구 만년동 324번지 대가빌딩 6층,"대전광역시 서구 만년로67번길 22  (만년동,대가빌딩 6층)",,블루문,2008-12-05 16:30:12,I,2018-08-31 23:59:59,,234076.605289131,318681.776217486,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000.0,,,,,
224,관광식당,07_24_01_P,3660000,CDFI3261042003000004,2003-09-15,,1,영업/정상,13,영업중,,,,,488-7776,,302-834,대전광역시 서구 만년동 363번지 1층,"대전광역시 서구 만년로68번길 31  (만년동,1층)",,친친 이탈리아노,2008-12-05 16:31:39,I,2018-08-31 23:59:59,,234076.693607957,318393.159783959,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,,,,,
225,관광식당,07_24_01_P,3660000,CDFI3261042003000005,2003-11-24,,1,영업/정상,13,영업중,,,,,483-2488,,302-831,대전광역시 서구 둔산동 1439번지,대전광역시 서구 둔산중로40번길 20  (둔산동),,샤바바,2008-12-05 16:32:46,I,2018-08-31 23:59:59,,234753.025424848,316643.266836692,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000.0,,,,,
226,관광식당,07_24_01_P,3660000,CDFI3261042004000001,2004-02-10,,1,영업/정상,13,영업중,,,,,485-8848,,302-859,대전광역시 서구 탄방동 684번지,대전광역시 서구 계룡로571번길 20  (탄방동),,그랑삐아또,2008-12-05 15:53:11,I,2018-08-31 23:59:59,,234737.780423357,315883.07607027,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000000.0,,,,,
227,관광식당,07_24_01_P,3660000,CDFI3261042004000002,2004-12-21,,1,영업/정상,13,영업중,,,,,489-2941.4,,302-828,대전광역시 서구 둔산동 1026번지 정석빌딩 3층,"대전광역시 서구 대덕대로 243  (둔산동,정석빌딩 3층)",,데.바수스,2008-12-05 16:34:06,I,2018-08-31 23:59:59,,233940.659150701,317146.834211266,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,,,,,
228,관광식당,07_24_01_P,3660000,CDFI3261042005000001,2005-10-19,,1,영업/정상,13,영업중,,,,,487-7311,,302-834,대전광역시 서구 만년동 346번지,대전광역시 서구 만년로68번길 15-23  (만년동),,대명가옥 만나,2008-12-05 16:35:23,I,2018-08-31 23:59:59,,234185.159405591,318503.542448457,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,,,,,
229,관광식당,07_24_01_P,3660000,CDFI3261042005000002,2005-11-22,,1,영업/정상,13,영업중,,,,,488-6100,,302-829,대전광역시 서구 둔산동 1047번지,대전광역시 서구 대덕대로 187  (둔산동),,베니건스,2008-12-05 16:36:39,I,2018-08-31 23:59:59,,233778.54723792,316645.897677595,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6846270000.0,,,,,
230,관광식당,07_24_01_P,3660000,CDFI3261042008000001,2008-01-17,,1,영업/정상,13,영업중,,,,,472-4572,,302-829,대전광역시 서구 둔산동 1064번지,대전광역시 서구 대덕대로185번길 30  (둔산동),,샤오차이나(둔산점),2008-12-05 16:57:06,I,2018-08-31 23:59:59,,233681.388786823,316700.620238531,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000.0,,,,,
231,관광식당,07_24_01_P,3660000,CDFI3261042008000002,2008-09-26,,1,영업/정상,13,영업중,,,,,,,302-830,대전광역시 서구 둔산동 1369번지 넥서스밸리 B동 102호,"대전광역시 서구 대덕대로 246  (둔산동,넥서스밸리 B동 102호)",,인디,2008-12-05 16:58:02,I,2018-08-31 23:59:59,,234035.0,317167.305,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,관광식당,07_24_01_P,3660000,CDFI3261042008000003,2008-11-10,,1,영업/정상,13,영업중,,,,,488-3933,,302-831,대전광역시 서구 둔산동 1437번지 목련빌딩 4층,"대전광역시 서구 둔산남로91번길 16  (둔산동,목련빌딩 4층)",,서태후,2008-12-05 16:59:13,I,2018-08-31 23:59:59,,234747.929380502,316604.348660533,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,관광식당,07_24_01_P,3660000,CDFI3261041998000001,1998-11-09,,1,영업/정상,13,영업중,,,,,472-2022,,302-828,대전광역시 서구 둔산동 929번지,대전광역시 서구 한밭대로 809  (둔산동),,사학스카이라운지,2008-12-05 15:56:05,I,2018-08-31 23:59:59,,234835.189646761,317566.264726302,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000000.0,,,,,
234,관광식당,07_24_01_P,3660000,CDFI3261042000000001,2000-12-28,,1,영업/정상,13,영업중,,,,,477-3388,,302-869,대전광역시 서구 둔산동 1176번지,대전광역시 서구 둔산로 72  (둔산동),,미스터왕,2008-12-05 15:57:13,I,2018-08-31 23:59:59,,234203.316686395,316758.85276762,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000000.0,,,,,
235,관광식당,07_24_01_P,3660000,CDFI3261042001000001,2001-11-19,,1,영업/정상,13,영업중,,,,,472-8211,,302-831,대전광역시 서구 둔산동 1496번지 MB빌딩 9층,"대전광역시 서구 문예로 33  (둔산동,MB빌딩 9층)",,케니지레스토랑,2008-12-05 15:59:06,I,2018-08-31 23:59:59,,234922.754902299,316607.852283447,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000.0,,,,,
236,관광식당,07_24_01_P,3660000,CDFI3261042001000002,2001-11-23,,1,영업/정상,13,영업중,,,,,476-7755,,302-834,대전광역시 서구 만년동 323번지,대전광역시 서구 만년로67번길 18-9  (만년동),,시애틀,2008-12-05 16:00:16,I,2018-08-31 23:59:59,,234100.185,318681.6,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,,,,,
237,관광식당,07_24_01_P,3660000,CDFI3261042001000003,2001-12-26,,1,영업/정상,13,영업중,,,,,488-8836,,302-869,대전광역시 서구 둔산동 1242번지,대전광역시 서구 문정로 19  (둔산동),,태원,2008-12-05 16:01:52,I,2018-08-31 23:59:59,,234190.347819726,316220.596318257,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000000.0,,,,,
238,관광식당,07_24_01_P,3660000,CDFI3261042002000001,2002-07-12,,1,영업/정상,13,영업중,,,,,528-2272,,302-809,대전광역시 서구 갈마동 1129-2번지,대전광역시 서구 대덕대로 137  (갈마동),,르씨엘,2008-12-05 15:54:31,I,2018-08-31 23:59:59,,233542.799317832,316191.420321493,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000000.0,,,,,
239,관광식당,07_24_01_P,3660000,CDFI3261042002000002,2002-01-10,,1,영업/정상,13,영업중,,,,,545-1877,,302-811,대전광역시 서구 관저동 567-2번지,대전광역시 서구 도안대로 83  (관저동),,캐슬,2008-12-05 16:03:00,I,2018-08-31 23:59:59,,229941.878522714,312102.31038218,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000.0,,,,,
